"","simu","n","p","omega_structure","zi_type","zi_config","method","criterion","omega_rmse","AUC","rmse_fit","fallout","recall","precision","f1_score","time"
"154","22","300","20","community","covar","covar_1","PLN","BIC","0.12","0.368186","0.469224573180726","0.169","0.25","0.091","0.133","22.5114874839783"
"155","22","300","20","community","covar","covar_1","ZIPLN","BIC","0.17","0.5317575","0.584230609752076","0","0.083","1","0.154","21.3627548217773"
"156","22","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.1","0.628433","0.536555147430316","0","0.083","1","0.154","10.3302140235901"
"157","23","300","20","community","covar","covar_1","PLN","BIC","0.12","0.4901555","0.491752469111561","0.114","0.4","0.231","0.293","16.4182803630829"
"158","23","300","20","community","covar","covar_1","ZIPLN","BIC","0.13","0.6114465","0.605523119412357","0.011","0.533","0.8","0.64","14.4198997020721"
"159","23","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.09","0.7785045","0.552022282705013","0","0.467","1","0.636","20.0307099819183"
"160","24","300","20","community","covar","covar_1","PLN","BIC","0.09","0.4622","0.487648795477688","0.144","0.3","0.103","0.154","18.2903480529785"
"161","24","300","20","community","covar","covar_1","ZIPLN","BIC","0.06","0.608","0.602148130084381","0","0.2","1","0.333","16.9720985889435"
"162","24","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.06","0.65745","0.55195424789042","0","0",NA,"0","12.3216328620911"
"163","25","300","20","community","covar","covar_1","PLN","BIC","0.12","0.4180935","0.497096678234971","0.381","0.643","0.118","0.2","17.824458360672"
"164","25","300","20","community","covar","covar_1","ZIPLN","BIC","0.09","0.662514","0.584818720742573","0.006","0.429","0.857","0.571","11.4906437397003"
"165","25","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.11","0.6691965","0.55193846530273","0","0.357","1","0.526","7.69594168663025"
"166","26","300","20","community","covar","covar_1","PLN","BIC","0.1","0.3009375","0.524002089885863","0.121","0.25","0.083","0.125","19.2673664093018"
"167","26","300","20","community","covar","covar_1","ZIPLN","BIC","0.1","0.6265625","0.615958706535019","0.005","0.375","0.75","0.5","6.84366178512573"
"168","26","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.07","0.61625","0.576524346602635","0.011","0.5","0.667","0.571","5.67684721946716"
"169","27","300","20","community","covar","covar_1","PLN","BIC","0.09","0.4666875","0.452528145333644","0.22","0.5","0.091","0.154","17.6839215755463"
"170","27","300","20","community","covar","covar_1","ZIPLN","BIC","0.06","0.4431875","0.575464531464443","0","0.375","1","0.545","9.59612059593201"
"171","27","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.06","0.6578125","0.516512472306821","0","0.375","1","0.545","8.08812713623047"
"172","28","300","20","community","covar","covar_1","PLN","BIC","0.12","0.362206","0.493609758455918","0.178","0.25","0.114","0.157","17.2715361118317"
"173","28","300","20","community","covar","covar_1","ZIPLN","BIC","0.15","0.578492","0.62950152392871","0","0.188","1","0.316","8.70943236351013"
"174","28","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.09","0.588114","0.563170743859132","0.006","0.188","0.75","0.3","5.23338389396667"
"175","29","300","20","community","covar","covar_1","PLN","BIC","0.11","0.2866845","0.484162671287059","0.123","0.091","0.043","0.059","41.5278322696686"
"176","29","300","20","community","covar","covar_1","ZIPLN","BIC","0.12","0.638888","0.604338911144975","0","0",NA,"0","10.3969821929932"
"177","29","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.08","0.7131375","0.550328990421025","0","0",NA,"0","12.460685968399"
"178","30","300","20","community","covar","covar_1","PLN","BIC","0.13","0.413938","0.446813547249578","0.155","0.375","0.182","0.245","30.6581325531006"
"179","30","300","20","community","covar","covar_1","ZIPLN","BIC","0.2","0.6003445","0.569963459359762","0","0",NA,"0","6.35355710983276"
"180","30","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.12","0.693125","0.497143237100854","0.006","0.062","0.5","0.111","7.4264497756958"
"181","1","300","20","preferential_attachment","covar","covar_1","PLN","BIC","0.14","0.3161035","0.465550873798048","0.123","0.158","0.125","0.14","34.8424561023712"
"182","1","300","20","preferential_attachment","covar","covar_1","ZIPLN","BIC","0.09","0.4549905","0.581904980927669","0","0.158","1","0.273","13.1052014827728"
"183","1","300","20","preferential_attachment","covar","covar_1","PLN_ZIvar","BIC","0.11","0.5881195","0.534211157104665","0","0.158","1","0.273","11.6824598312378"
"184","2","300","20","preferential_attachment","covar","covar_1","PLN","BIC","0.16","0.317631","0.436961557796725","0.31","0.316","0.102","0.154","26.2421872615814"
"185","2","300","20","preferential_attachment","covar","covar_1","ZIPLN","BIC","0.19","0.25157","0.618133904149806","0","0.053","1","0.1","16.9756853580475"
